trial,production,firing_time
19,P8,9.18
20,P8,9.54
21,P8,9.981
1,P10,0.155
2,P10,0.543
3,P10,1.133
4,P10,1.55
5,P10,1.91
6,P10,2.285
7,P10,2.686
8,P10,3.433
9,P10,3.933
10,P10,4.357
11,P10,4.799
12,P10,5.644
13,P10,6.229
14,P10,6.887
15,P10,7.428
16,P10,8.12
17,P10,8.496
18,P10,9.081
19,P10,9.481
20,P10,9.968
1,P8,0.133
2,P8,0.959
3,P8,1.764
4,P8,2.586
5,P8,3.219
6,P8,4.045
7,P8,4.52
8,P8,4.901
9,P8,6.074
10,P8,6.696
11,P8,7.243
12,P8,8.048
13,P8,8.759
14,P8,9.232
15,P8,9.763
1,P8,0.133
2,P8,0.584
3,P8,0.992
4,P8,1.623
5,P8,2.3
6,P8,2.799
7,P8,3.283
8,P8,3.727
9,P8,4.514
10,P8,4.918
11,P8,5.437
12,P8,6.227
13,P8,6.8
14,P8,7.168
15,P8,7.841
16,P8,8.376
17,P8,8.915
18,P8,9.444
19,P8,9.943
1,P7,0.122
2,P7,0.456
3,P7,1.066
4,P7,1.553
5,P7,2.25
6,P7,2.72
7,P7,3.992
8,P7,4.419
9,P7,5.112
10,P7,5.622
11,P7,6.445
12,P7,7.033
13,P7,7.646
14,P7,8.087
15,P7,9.082
16,P7,9.593
1,P7,0.122
2,P7,0.619
3,P7,1.125
4,P7,1.591
5,P7,2.007
6,P7,2.744
7,P7,3.372
8,P7,3.831
9,P7,4.404
10,P7,4.95
11,P7,5.431
12,P7,5.973
13,P7,6.504
14,P7,7.023
15,P7,7.517
16,P7,8.101
17,P7,8.604
18,P7,9.022
19,P7,9.489
20,P7,9.961
1,P6,0.112
2,P4,0.645
3,P7,1.363
4,P7,1.799
5,P7,2.48
6,P7,3.178
7,P7,3.853
8,P7,4.607
9,P7,5.227
10,P7,5.864
11,P7,6.553
12,P7,7.226
13,P7,7.614
14,P7,8.123
15,P7,8.667
16,P7,9.037
17,P7,9.433
18,P7,9.979
1,P9,0.144
2,P9,1.027
3,P9,1.714
4,P9,2.462
5,P9,3.208
6,P9,3.896
7,P9,4.641
8,P9,5.173
9,P9,5.817
10,P9,6.35
11,P9,6.81
12,P9,7.356
13,P9,7.904
14,P9,8.445
15,P9,8.88
16,P9,9.43
17,P9,9.996
1,P10,0.155
2,P10,0.691
3,P10,1.19
4,P10,1.927
5,P10,2.455
6,P10,2.939
7,P10,3.662
8,P10,4.399
9,P10,5.082
10,P10,5.493
11,P10,5.954
12,P10,6.398
13,P10,6.929
14,P10,7.51
15,P10,7.951
16,P10,8.467
17,P10,9.104
18,P10,9.81
1,P8,0.133
2,P8,0.831
3,P8,1.481
4,P8,2.111
5,P8,2.549
6,P8,3.071
7,P8,3.622
8,P8,4.179
9,P8,4.807
10,P8,5.459
11,P8,6.024
12,P8,6.851
13,P8,7.415
14,P8,7.811
15,P8,8.267
16,P8,8.718
17,P8,9.305
18,P8,9.875
1,P4,0.091
2,P1,0.621
3,P4,1.286
4,P10,1.896
5,P10,2.643
6,P10,3.271
7,P10,3.909
8,P10,4.735
9,P10,5.44
10,P10,5.977
11,P10,6.504
12,P10,7.07
13,P10,7.738
14,P10,8.297
15,P10,8.886
16,P10,9.524
1,P8,0.133
2,P8,0.994
3,P8,1.543
4,P8,2.148
5,P8,2.81
6,P8,3.498
7,P8,3.982
8,P8,4.591
9,P8,5.269
10,P8,6.037
11,P8,6.54
12,P8,7.454
13,P8,7.88
14,P8,8.354
15,P8,8.887
1,P3,0.08
2,P8,0.846
3,P8,1.884
4,P8,2.683
5,P8,3.085
6,P8,3.763
7,P8,4.252
8,P8,5.418
9,P8,5.943
10,P8,6.501
11,P8,7.139
12,P8,7.781
13,P8,8.492
14,P8,9.064
15,P8,9.602
16,P8,9.981
1,P9,0.144
2,P9,0.729
3,P9,1.304
4,P9,1.776
5,P9,2.166
6,P9,2.803
7,P9,3.492
8,P9,3.867
9,P9,4.778
10,P9,5.312
11,P9,5.898
12,P9,6.495
13,P9,6.999
14,P9,7.912
15,P9,8.289
16,P9,8.982
17,P9,9.662
1,P10,0.155
2,P10,0.736
3,P10,1.352
4,P10,1.963
5,P10,2.604
6,P10,3.204
7,P10,3.787
8,P10,4.518
9,P10,5.048
10,P10,5.643
11,P10,6.279
12,P10,6.829
13,P10,7.404
14,P10,7.836
15,P10,8.329
16,P10,8.922
17,P10,9.557
1,P4,0.091
2,P2,0.451
3,P7,1.001
4,P7,1.583
5,P7,2.09
6,P7,2.599
7,P7,3.438
8,P7,4.005
9,P7,4.616
10,P7,5.29
11,P7,5.85
12,P7,6.381
13,P7,6.906
14,P7,7.394
15,P7,8.305
16,P7,8.879
17,P7,9.666
1,P8,0.133
2,P8,0.671
3,P8,1.349
4,P8,1.851
5,P8,2.43
6,P8,2.93
7,P8,3.47
8,P8,4.169
9,P8,4.656
10,P8,5.102
11,P8,5.7
12,P8,6.328
13,P8,6.761
14,P8,7.09
15,P8,7.639
16,P8,8.093
17,P8,8.474
18,P8,8.978
19,P8,9.398
20,P8,9.852
1,P5,0.101
2,P4,0.547
3,P5,1.007
4,P5,1.498
5,P7,2.006
6,P7,2.7
7,P7,3.164
8,P7,3.935
9,P7,4.299
10,P7,4.768
11,P7,5.301
12,P7,5.81
13,P7,6.441
14,P7,7.03
15,P7,7.587
16,P7,8.005
17,P7,8.562
18,P7,9.139
19,P7,9.563
20,P7,9.969
1,P2,0.07
2,P1,0.61
3,P4,1.609
4,P8,2.373
5,P8,3.005
6,P8,3.573
7,P8,4.213
8,P8,4.608
9,P8,5.201
10,P8,5.584
11,P8,6.054
12,P8,6.37
13,P8,6.842
14,P8,7.286
15,P8,8.026
16,P8,8.636
17,P8,9.283
18,P8,9.885
1,P6,0.112
2,P8,0.635
3,P6,1.148
4,P6,1.788
5,P6,2.359
6,P6,3.123
7,P6,3.647
8,P6,4.272
9,P6,5.534
10,P6,6.234
11,P6,6.86
12,P8,7.473
13,P8,7.892
14,P8,8.378
15,P8,9.388
16,P8,9.997
1,P10,0.155
2,P10,0.813
3,P10,1.513
4,P10,2.036
5,P10,2.637
6,P10,3.439
7,P10,4.162
8,P10,4.933
9,P10,5.574
10,P10,6.296
11,P10,7.148
12,P10,7.543
13,P10,7.946
14,P10,8.383
15,P10,9.416
1,P5,0.101
2,P1,0.711
3,P6,1.256
4,P1,2.117
5,P6,3.014
6,P9,3.827
7,P9,4.59
8,P9,5.574
9,P9,6.097
10,P9,6.698
11,P9,7.237
12,P9,8.338
13,P9,8.862
14,P9,9.292
15,P9,9.922
1,P8,0.133
2,P8,0.771
3,P8,1.475
4,P8,1.903
5,P8,2.368
6,P8,3.134
7,P8,3.649
8,P8,4.557
9,P8,5.151
10,P8,5.724
11,P8,6.255
12,P8,6.781
13,P8,7.329
14,P8,7.874
15,P8,8.488
16,P8,9.392
17,P8,9.909
1,P1,0.06
2,P6,0.511
3,P6,1.034
4,P6,1.415
5,P6,2.016
6,P6,2.595
7,P6,3.364
8,P6,4.153
9,P6,4.734
10,P6,5.213
11,P6,5.584
12,P6,5.94
13,P6,6.614
14,P6,7.151
15,P6,7.689
16,P6,8.163
17,P6,8.874
18,P6,9.616
1,P7,0.122
2,P7,0.983
3,P7,1.585
4,P7,2.412
5,P7,3.148
6,P7,3.891
7,P7,4.832
8,P7,5.434
9,P7,5.93
10,P7,6.595
11,P7,7.355
12,P7,7.964
13,P7,8.508
14,P7,8.954
15,P7,9.928
1,P3,0.08
2,P8,0.461
3,P8,1.276
4,P8,1.753
5,P8,2.674
6,P8,3.203
7,P8,4.227
8,P8,4.712
9,P8,5.572
10,P8,6.065
11,P8,7.015
12,P8,7.418
13,P8,7.908
14,P8,8.657
15,P8,9.156
16,P8,9.743
1,P3,0.08
2,P9,0.537
3,P9,1.527
4,P9,2.145
5,P9,3.078
6,P9,3.67
7,P9,4.147
8,P9,4.684
9,P9,5.42
10,P9,5.944
11,P9,6.422
12,P9,7.007
13,P9,7.536
14,P9,8.045
15,P9,8.507
16,P9,9.317
17,P9,9.831
1,P4,0.091
2,P10,0.756
3,P10,1.23
4,P10,1.67
5,P10,2.343
6,P10,2.809
7,P10,3.511
8,P10,4.024
9,P10,4.464
10,P10,5.268
11,P10,5.776
12,P10,6.249
13,P10,6.739
14,P10,7.295
15,P10,7.774
16,P10,8.218
17,P10,8.702
18,P10,9.231
19,P10,9.721
1,P10,0.155
2,P10,0.701
3,P10,1.376
4,P10,1.814
5,P10,2.596
6,P10,3.296
7,P10,3.908
8,P10,4.326
9,P10,4.916
10,P10,5.533
11,P10,6.116
12,P10,6.714
13,P10,7.274
14,P10,8.464
15,P10,9.076
16,P10,9.688
1,P3,0.08
2,P6,0.728
3,P5,1.702
4,P5,2.195
5,P5,2.848
6,P5,3.552
7,P6,4.225
8,P6,4.728
9,P5,5.215
10,P6,5.825
11,P6,6.154
12,P6,6.581
13,P6,7.058
14,P6,7.593
15,P6,8.185
16,P6,8.7
17,P6,9.196
18,P6,9.713
1,P1,0.06
2,P3,0.683
3,P5,1.179
4,P9,1.687
5,P9,2.7
6,P9,3.386
7,P9,3.937
8,P9,4.453
9,P9,5.024
10,P9,5.719
11,P9,6.394
12,P9,7.241
13,P9,7.722
14,P9,8.37
15,P9,9.014
16,P9,9.452
17,P9,9.972
1,P6,0.112
2,P6,0.718
3,P6,1.242
4,P6,1.76
5,P6,2.321
6,P6,2.927
7,P6,3.542
8,P6,4.112
9,P6,4.567
10,P6,5.153
11,P6,5.645
12,P6,6.209
13,P6,6.593
14,P6,6.96
15,P6,7.345
16,P6,7.816
17,P6,8.432
18,P6,9.104
19,P6,9.463
1,P8,0.133
2,P8,0.917
3,P8,1.328
4,P8,1.943
5,P8,2.519
6,P8,2.878
7,P8,3.439
8,P8,3.992
9,P8,4.404
10,P8,5.08
11,P8,5.526
12,P8,6.138
13,P8,6.538
14,P8,7.163
15,P8,7.753
16,P8,8.265
17,P8,8.708
18,P8,9.06
19,P8,9.555
1,P9,0.144
2,P9,0.584
3,P9,1.104
4,P9,1.537
5,P9,2.171
6,P9,2.622
7,P9,3.08
8,P9,3.836
9,P9,4.608
10,P9,5.109
11,P9,5.699
12,P9,6.235
13,P9,6.644
14,P9,7.2
15,P9,7.607
16,P9,8.059
17,P9,8.519
18,P9,9.035
19,P9,9.616
1,P6,0.112
2,P6,0.678
3,P6,1.375
4,P6,1.998
5,P6,2.42
6,P6,2.998
7,P6,3.569
8,P6,4.522
9,P6,5.193
10,P6,5.691
11,P6,6.24
12,P6,6.662
13,P6,7.297
14,P6,7.662
15,P6,8.082
16,P6,9.22
17,P6,9.62
1,P3,0.08
2,P9,0.63
3,P9,1.3
4,P9,1.986
5,P9,2.615
6,P9,3.302
7,P9,4.205
8,P9,4.665
9,P9,5.277
10,P9,5.898
11,P9,6.416
12,P9,6.947
13,P9,7.57
14,P9,8.172
15,P9,8.702
16,P9,9.192
17,P9,9.572
1,P8,0.133
2,P8,0.844
3,P8,2.03
4,P8,2.474
5,P8,3.329
6,P8,4.161
7,P8,4.901
8,P8,5.443
9,P8,5.889
10,P8,6.743
11,P8,7.361
12,P8,7.813
13,P8,8.334
14,P8,8.894
15,P8,9.615
1,P3,0.08
2,P1,0.55
3,P1,1.202
4,P3,1.688
5,P3,2.123
6,P5,3.285
7,P5,3.713
8,P6,4.306
9,P5,4.873
10,P6,5.43
11,P6,5.958
12,P6,6.891
13,P6,7.442
14,P6,7.946
15,P6,8.32
16,P6,8.735
17,P6,9.112
18,P6,9.914
1,P8,0.133
2,P8,0.639
3,P8,1.208
4,P8,1.68
5,P8,2.262
6,P8,3.299
7,P8,4.038
8,P8,4.584
9,P8,5.373
10,P8,6.157
11,P8,6.775
12,P8,7.182
13,P8,7.969
14,P8,8.877
15,P8,9.464
1,P10,0.155
2,P10,1.284
3,P10,1.948
4,P10,2.403
5,P10,3.072
6,P10,3.769
7,P10,4.511
8,P10,5.268
9,P10,5.919
10,P10,6.542
11,P10,7.06
12,P10,7.664
13,P10,8.338
14,P10,8.854
15,P10,9.858
1,P8,0.133
2,P8,0.812
3,P8,1.463
4,P8,2.044
5,P8,2.623
6,P8,3.191
7,P8,4.37
8,P8,5.061
9,P8,5.985
10,P8,6.446
11,P8,6.852
12,P8,7.422
13,P8,8.185
14,P8,8.869
15,P8,9.321
16,P8,9.777
1,P8,0.133
2,P8,0.682
3,P8,1.633
4,P8,2.239
5,P8,3.08
6,P8,3.556
7,P8,4.178
8,P8,4.688
9,P8,5.375
10,P8,5.782
11,P8,6.452
12,P8,6.788
13,P8,7.307
14,P8,8.006
15,P8,8.621
16,P8,9.436
17,P8,9.788
1,P6,0.112
2,P8,0.665
3,P8,1.554
4,P8,2.161
5,P8,2.585
6,P8,3.705
7,P8,4.291
8,P8,4.911
9,P8,5.481
10,P8,6.162
11,P8,6.746
12,P8,7.344
13,P8,7.988
14,P8,8.578
15,P8,9.168
16,P8,9.582
1,P2,0.07
2,P8,0.698
3,P8,1.26
4,P8,1.867
5,P8,2.346
6,P8,3.072
7,P8,3.657
8,P8,4.359
9,P8,4.909
10,P8,5.885
11,P8,6.336
12,P8,6.858
13,P8,7.516
14,P8,8.137
15,P8,8.614
16,P8,9.295
17,P8,9.75
1,P8,0.133
2,P8,0.737
3,P8,1.103
4,P8,1.905
5,P8,2.976
6,P8,3.694
7,P8,4.311
8,P8,5.03
9,P8,5.552
10,P8,6.074
11,P8,6.659
12,P8,7.014
13,P8,7.705
14,P8,8.253
15,P8,8.652
16,P8,9.235
17,P8,9.714
1,P9,0.144
2,P9,0.727
3,P9,1.738
4,P9,2.215
5,P9,2.82
6,P9,3.411
7,P9,4.146
8,P9,4.702
9,P9,5.517
10,P9,6.194
11,P9,6.814
12,P9,7.56
13,P9,8.229
14,P9,8.979
15,P9,9.691
1,P5,0.101
2,P5,0.565
3,P5,1.077
4,P5,1.535
5,P7,2.08
6,P7,2.855
7,P7,3.431
8,P7,3.859
9,P7,4.396
10,P7,4.826
11,P7,5.356
12,P7,5.918
13,P7,6.392
14,P7,6.867
15,P7,7.394
16,P7,7.832
17,P7,8.172
18,P7,8.652
19,P7,9.156
20,P7,9.735
1,P2,0.07
2,P7,0.605
3,P7,1.065
4,P7,1.765
5,P7,2.195
6,P7,2.889
7,P7,3.295
8,P7,3.729
9,P7,4.306
10,P7,4.934
11,P7,5.48
12,P7,6.03
13,P7,6.517
14,P7,6.899
15,P7,7.228
16,P7,7.614
17,P7,8.21
18,P7,8.734
19,P7,9.224
20,P7,9.556
21,P7,9.997
1,P5,0.101
2,P4,1.206
3,P4,2.062
4,P8,2.683
5,P8,3.295
6,P8,3.803
7,P8,4.43
8,P8,4.889
9,P8,5.45
10,P8,5.936
11,P8,6.465
12,P8,7.058
13,P8,7.644
14,P8,8.288
15,P8,8.823
16,P8,9.182
1,P3,0.08
2,P1,0.555
3,P3,1.21
4,P9,1.796
5,P9,2.401
6,P9,2.839
7,P9,3.426
8,P9,4.116
9,P9,5.247
10,P9,5.97
11,P9,6.488
12,P9,6.913
13,P9,7.519
14,P9,7.921
15,P9,8.32
16,P9,8.857
17,P9,9.314
18,P9,9.875
1,P7,0.122
2,P7,0.645
3,P7,1.217
4,P7,1.745
5,P7,2.527
6,P7,3.151
7,P7,3.809
8,P7,4.535
9,P7,5.116
10,P7,5.834
11,P7,6.332
12,P7,6.784
13,P7,7.479
14,P7,7.992
15,P7,8.43
16,P7,8.811
17,P7,9.415
18,P7,9.889
1,P9,0.144
2,P9,0.759
3,P9,1.591
4,P9,2.163
5,P9,3.008
6,P9,3.74
7,P9,4.172
8,P9,5.035
9,P9,5.733
10,P9,6.301
11,P9,6.943
12,P9,7.418
13,P9,8.056
14,P9,8.442
15,P9,9.239
16,P9,9.804
1,P9,0.144
2,P9,0.764
3,P9,1.266
4,P9,1.901
5,P9,2.289
6,P9,2.706
7,P9,3.524
8,P9,4.169
9,P9,4.861
10,P9,5.288
11,P9,5.735
12,P9,6.369
13,P9,6.814
14,P9,7.352
15,P9,7.85
16,P9,8.522
17,P9,9.073
18,P9,9.416
19,P9,9.978
1,P6,0.112
2,P2,1.092
3,P6,1.768
4,P6,2.897
5,P6,3.478
6,P6,3.977
7,P6,4.58
8,P6,4.951
9,P6,5.543
10,P6,6.238
11,P6,6.848
12,P6,7.319
13,P6,7.809
14,P6,8.402
15,P6,8.872
16,P6,9.429
17,P6,9.899
1,P4,0.091
2,P4,0.635
3,P1,0.932
4,P7,1.967
5,P7,2.541
6,P7,3.592
7,P7,4.079
8,P7,4.769
9,P7,6.041
10,P7,6.495
11,P7,7.13
12,P7,7.632
13,P7,8.238
14,P7,8.72
15,P7,9.189
16,P7,9.672
1,P8,0.133
2,P8,0.998
3,P8,1.911
4,P8,2.627
5,P8,3.308
6,P8,3.89
7,P8,4.536
8,P8,5.371
9,P8,5.875
10,P8,6.853
11,P8,7.569
12,P8,8.23
13,P8,8.871
14,P8,9.449
1,P10,0.155
2,P10,0.73
3,P10,1.425
4,P10,2.371
5,P10,3.007
6,P10,3.685
7,P10,4.368
8,P10,4.99
9,P10,5.671
10,P10,6.319
11,P10,6.83
12,P10,7.321
13,P10,7.92
14,P10,8.43
15,P10,8.956
16,P10,9.585
1,P10,0.155
2,P10,0.987
3,P10,1.676
4,P10,2.413
5,P10,3.065
6,P10,3.98
7,P10,4.56
8,P10,5.027
9,P10,5.534
10,P10,6.082
11,P10,6.714
12,P10,7.423
13,P10,7.845
14,P10,8.425
15,P10,8.824
16,P10,9.315
17,P10,9.798
1,P5,0.101
2,P2,0.762
3,P4,1.923
4,P5,2.567
5,P5,3.216
6,P5,3.78
7,P5,4.333
8,P5,4.87
9,P5,5.255
10,P5,5.855
11,P5,6.492
12,P5,6.99
13,P5,7.435
14,P6,7.952
15,P5,8.317
16,P5,8.699
17,P5,9.351
18,P5,9.829
1,P4,0.091
2,P4,0.445
3,P8,1.018
4,P8,1.697
5,P8,2.165
6,P8,3.448
7,P8,3.889
8,P8,4.387
9,P8,5.097
10,P8,5.601
11,P8,6.287
12,P8,6.962
13,P8,7.405
14,P8,7.999
15,P8,8.768
16,P8,9.245
1,P8,0.133
2,P8,0.568
3,P8,1.097
4,P8,1.677
5,P8,2.224
6,P8,2.646
7,P8,3.411
8,P8,3.793
9,P8,4.37
10,P8,4.898
11,P8,5.42
12,P8,6.034
13,P8,6.437
14,P8,6.893
15,P8,7.557
16,P8,8.221
17,P8,8.594
18,P8,9.03
19,P8,9.825
1,P10,0.155
2,P10,0.751
3,P10,1.593
4,P10,2.634
5,P10,3.246
6,P10,3.759
7,P10,4.308
8,P10,4.941
9,P10,5.459
10,P10,6.048
11,P10,6.628
12,P10,7.531
13,P10,8.007
14,P10,8.694
15,P10,9.041
16,P10,9.742
1,P1,0.06
2,P6,0.617
3,P6,1.306
4,P6,2.129
5,P6,2.757
6,P6,3.405
7,P6,4.15
8,P6,4.54
9,P6,5.083
10,P6,5.78
11,P6,6.353
12,P6,6.974
13,P6,7.352
14,P6,7.878
15,P6,8.26
16,P6,8.614
17,P6,9.061
18,P6,9.59
1,P6,0.112
2,P6,0.782
3,P6,1.38
4,P6,2.06
5,P6,2.45
6,P6,2.883
7,P6,3.581
8,P6,4.295
9,P6,4.689
10,P6,5.053
11,P6,5.578
12,P6,5.979
13,P6,6.475
14,P6,6.854
15,P6,7.332
16,P6,7.732
17,P6,8.195
18,P6,8.543
19,P6,8.901
20,P6,9.311
21,P6,9.999
1,P2,0.07
2,P1,0.534
3,P2,1.088
4,P9,1.998
5,P9,2.827
6,P9,3.669
7,P9,4.813
8,P9,5.447
9,P9,6.233
10,P9,7.139
11,P9,7.841
12,P9,8.262
13,P9,8.954
14,P9,9.399
15,P9,9.791
1,P4,0.091
2,P2,0.528
3,P6,1.134
4,P6,1.493
5,P6,2.228
6,P6,2.797
7,P6,3.252
8,P6,3.952
9,P6,4.564
10,P6,5.02
11,P6,5.715
12,P6,6.206
13,P6,7.002
14,P6,7.658
15,P6,8.252
16,P6,8.584
17,P6,9.082
18,P6,9.536
1,P6,0.112
2,P6,0.566
3,P6,0.949
4,P6,1.399
5,P6,2.024
6,P6,2.462
7,P6,3.101
8,P6,3.443
9,P6,4.251
10,P6,4.742
11,P6,5.229
12,P6,5.791
13,P6,6.185
14,P6,6.546
15,P6,7.026
16,P6,7.513
17,P6,8.058
18,P6,8.525
19,P6,9.787
1,P10,0.155
2,P10,0.82
3,P10,1.406
4,P10,2.021
5,P10,2.498
6,P10,3.299
7,P10,3.913
8,P10,4.511
9,P10,5.073
10,P10,5.929
11,P10,6.452
12,P10,7.254
13,P10,7.676
14,P10,8.119
15,P10,8.693
16,P10,9.409
1,P2,0.07
2,P8,1.056
3,P8,1.517
4,P8,2.157
5,P8,2.692
6,P8,3.213
7,P8,3.99
8,P8,4.714
9,P8,5.256
10,P8,5.915
11,P8,6.506
12,P8,7.177
13,P8,7.668
14,P8,8.392
15,P8,9.13
16,P8,9.658
1,P5,0.101
2,P5,0.714
3,P5,1.128
4,P5,2.069
5,P5,2.549
6,P5,3.238
7,P5,3.807
8,P5,4.485
9,P5,4.941
10,P5,5.358
11,P5,5.851
12,P5,6.26
13,P5,6.752
14,P6,7.574
15,P5,8.029
16,P5,8.612
17,P5,9.04
18,P5,9.477
19,P6,9.929
1,P7,0.122
2,P7,0.597
3,P7,1.342
4,P7,2.139
5,P7,2.744
6,P7,3.31
7,P7,3.677
8,P7,4.161
9,P7,4.757
10,P7,5.204
11,P7,5.698
12,P7,6.039
13,P7,6.932
14,P7,7.495
15,P7,8.137
16,P7,8.652
17,P7,9.02
18,P7,9.516
1,P1,0.06
2,P4,0.473
3,P4,1.021
4,P4,1.471
5,P5,1.771
6,P5,2.284
7,P5,2.909
8,P5,3.526
9,P4,4.45
10,P3,5.122
11,P5,5.653
12,P5,6.038
13,P5,6.443
14,P5,6.921
15,P5,7.402
16,P5,7.852
17,P5,8.313
18,P5,8.858
19,P7,9.352
20,P5,9.726
1,P2,0.07
2,P1,0.467
3,P4,1.184
4,P10,1.7
5,P10,2.202
6,P10,2.818
7,P10,3.21
8,P10,3.959
9,P10,4.505
10,P10,5.122
11,P10,5.756
12,P10,6.461
13,P10,6.95
14,P10,7.553
15,P10,8.387
16,P10,8.942
17,P10,9.298
18,P10,9.809
1,P9,0.144
2,P9,0.531
3,P9,1.197
4,P9,1.983
5,P9,2.774
6,P9,3.359
7,P9,4.452
8,P9,5.588
9,P9,6.101
10,P9,6.515
11,P9,6.945
12,P9,7.484
13,P9,7.856
14,P9,8.381
15,P9,8.747
16,P9,9.241
17,P9,9.626
1,P1,0.06
2,P5,0.517
3,P2,1.15
4,P7,1.616
5,P7,2.129
6,P7,2.678
7,P7,3.125
8,P7,3.576
9,P7,4.145
10,P7,4.653
11,P7,5.169
12,P7,5.861
13,P7,6.461
14,P7,7.083
15,P7,7.438
16,P7,7.923
17,P7,8.312
18,P7,8.736
19,P7,9.289
20,P7,9.654
1,P3,0.08
2,P10,0.533
3,P10,1.123
4,P10,2.102
5,P10,2.468
6,P10,3.2
7,P10,3.762
8,P10,4.191
9,P10,4.656
10,P10,5.235
11,P10,5.83
12,P10,6.379
13,P10,7.099
14,P10,7.501
15,P10,8.101
16,P10,8.518
17,P10,9.038
18,P10,9.355
1,P9,0.144
2,P9,0.629
3,P9,1.206
4,P9,1.633
5,P9,2.506
6,P9,3.241
7,P9,3.91
8,P9,4.934
9,P9,5.835
10,P9,6.536
11,P9,7.417
12,P9,8.52
13,P9,9.028
14,P9,9.438
1,P2,0.07
2,P6,0.504
3,P6,1.007
4,P6,1.583
5,P6,2.133
6,P6,2.574
7,P6,3.059
8,P6,3.681
9,P6,3.997
10,P6,4.451
11,P6,5.113
12,P6,5.54
13,P6,6.063
14,P6,6.615
15,P6,7.348
16,P6,7.722
17,P6,8.15
18,P6,8.736
19,P6,9.39
20,P1,9.681
1,P1,0.06
2,P2,0.451
3,P1,1.029
4,P9,1.622
5,P9,2.017
6,P9,2.496
7,P9,2.906
8,P9,3.478
9,P9,3.867
10,P9,4.508
11,P9,5.15
12,P9,5.653
13,P9,6.496
14,P9,6.88
15,P9,7.494
16,P9,7.932
17,P9,8.491
18,P9,8.972
19,P9,9.399
20,P9,9.856
1,P5,0.101
2,P8,0.617
3,P8,1.011
4,P8,1.693
5,P8,2.259
6,P8,2.827
7,P8,3.486
8,P8,4.07
9,P8,4.8
10,P8,5.275
11,P8,5.958
12,P8,6.506
13,P8,7.101
14,P8,7.6
15,P8,8.068
16,P8,8.783
17,P8,9.507
1,P5,0.101
2,P3,0.567
3,P2,0.988
4,P5,1.468
5,P10,2.378
6,P10,3.124
7,P10,3.676
8,P10,4.299
9,P10,5.13
10,P10,5.716
11,P10,6.215
12,P10,6.748
13,P10,7.555
14,P10,8.317
15,P10,8.913
16,P10,9.684
1,P1,0.06
2,P1,0.45
3,P9,0.951
4,P9,1.528
5,P9,2.006
6,P9,2.559
7,P9,3.197
8,P9,3.744
9,P9,4.286
10,P9,4.767
11,P9,5.363
12,P9,6.009
13,P9,6.48
14,P9,7.038
15,P9,7.587
16,P9,8.166
17,P9,8.675
18,P9,9.21
19,P9,9.729
1,P2,0.07
2,P2,0.573
3,P9,1.164
4,P9,1.939
5,P9,2.683
6,P9,3.342
7,P9,4.161
8,P9,4.72
9,P9,5.264
10,P9,6.064
11,P9,6.461
12,P9,7.101
13,P9,7.571
14,P9,8.402
15,P9,8.876
16,P9,9.469
17,P9,9.951
1,P10,0.155
2,P10,0.587
3,P10,1.453
4,P10,2.221
5,P10,2.8
6,P10,3.343
7,P10,3.884
8,P10,4.539
9,P10,5.093
10,P10,5.68
11,P10,6.221
12,P10,6.863
13,P10,7.338
14,P10,7.745
15,P10,8.164
16,P10,8.865
17,P10,9.384
1,P5,0.101
2,P5,0.513
3,P5,1.048
4,P5,1.665
5,P1,2.412
6,P4,3.148
7,P5,3.705
8,P4,4.117
9,P5,4.751
10,P6,5.373
11,P5,5.763
12,P5,6.312
13,P5,6.732
14,P5,7.373
15,P5,8.052
16,P5,8.599
17,P6,9.294
18,P5,9.825
1,P6,0.112
2,P6,0.687
3,P6,1.357
4,P6,2.122
5,P6,2.784
6,P6,3.214
7,P6,3.576
8,P6,4.678
9,P6,5.351
10,P6,5.803
11,P6,6.755
12,P6,7.171
13,P6,7.759
14,P6,8.112
15,P6,8.557
16,P6,9.074
17,P6,9.793
1,P8,0.133
2,P8,0.796
3,P8,1.338
4,P8,2.204
5,P8,2.744
6,P8,3.518
7,P8,4.139
8,P8,4.59
9,P8,5.616
10,P8,6.202
11,P8,6.711
12,P8,7.193
13,P8,7.769
14,P8,8.218
15,P8,8.685
16,P8,9.099
17,P8,9.663
1,P2,0.07
2,P10,0.847
3,P10,1.547
4,P10,2.174
5,P10,2.798
6,P10,3.553
7,P10,4.327
8,P10,4.894
9,P10,5.537
10,P10,6.003
11,P10,6.48
12,P10,7.091
13,P10,7.69
14,P10,8.143
15,P10,8.859
16,P10,9.283
1,P5,0.101
2,P7,0.533
3,P7,1.109
4,P7,1.562
5,P7,2.642
6,P7,3.28
7,P7,3.942
8,P7,4.425
9,P7,4.929
10,P7,5.622
11,P7,6.097
12,P7,6.697
13,P7,7.302
14,P7,7.944
15,P7,8.342
16,P7,8.934
17,P7,9.418
1,P4,0.091
2,P4,0.552
3,P4,0.897
4,P2,1.385
5,P4,1.93
6,P1,2.489
7,P3,2.795
8,P2,3.122
9,P4,3.639
10,P2,4.188
11,P3,4.848
12,P9,5.7
13,P9,6.269
14,P9,6.801
15,P9,7.398
16,P9,7.979
17,P9,8.565
18,P9,8.919
19,P9,9.486
1,P7,0.122
2,P7,0.83
3,P7,1.393
4,P7,1.929
5,P7,2.588
6,P7,3.05
7,P7,3.679
8,P7,4.363
9,P7,4.87
